Jonathan,ジョナサン
Jones,ジョーンズ
Jonesboro,ジョーンズバラ
Jordan,ヨルダン
Jordanian,ヨルダン人
Jose,ホセ
Joseph,ヨセフ
josh,ジョシュ
Joshua,ジョシュア
joss,ジョス
jostle,押し合う
jot,メモする
jottings,jottings
joule,ジュール
jour,透かし模様入りの
journal,ジャーナル
journalism,ジャーナリズム
journalist,ジャーナリスト
journalistic,ジャーナリスティック
journey,旅
journeyed,旅
journeyman,熟練した職人
joust,馬上槍試合
jovial,陽気な
Jovian,木星の
jowl,顎
jowly,二重顎の
joy,喜び
Joyce,ジョイス
joyful,楽しい　
joyfully,うれしそうに
joyous,楽しい　
joyride,無謀な行動
joystick,ジョイスティック
JPG,JPG
jr,ジュニア
Juan,ファン
jubilant,大喜びの
jubilation,歓喜
jubilee,ジュビリー
Juda,ユダ
Judah,ユダ
Judaic,ユダヤ人の
Judaism,ユダヤ教
Jude,ジュード
judge,裁判官
judgement,判決
judgment,判決
judgmental,判断の
judicial,司法の
judiciary,司法
judicious,賢明な
judiciously,賢明に
Judith,ジュディス
judo,柔道
Judy,ジュディ
jug,ジャグ
Juggernaut,ジャガーノート
juggle,ジャグリング
juggler,ジャグラー
juggling,ジャグリング
jugular,頸静脈
juice,ジュース
juicy,水分の多い
jukebox,ジュークボックス
Julie,ジュリー
Juliet,ジュリエット
July,7月
jumble,ごた混ぜ
jumbo,ジャンボ
jump,ジャンプ
jumper,ジャンパー
jumpsuit,ジャンプスーツ
jumpy,激しく揺れる
Jun,6月
junction,ジャンクショ??ン
juncture,接合点
June,6月
jungle,ジャングル
junior,ジュニア
junk,ジャンク
junket,ジャンケット
junkie,ジャンキー
junkyard,ジャンクヤード
junta,軍事政権
Jupiter,ジュピター
Jurassic,ジュラ紀
jurisdiction,管轄
jurisprudence,法学
jurist,法学者
jurkat,ジャーカット細胞
juror,陪審員
jury,陪審
jus,ジュース
just,ちょうど
justice,正義
justifiable,正当
justifiably,正当に
justification,正当化
justified,正当化
justify,正当化する
Justin,ジャスティン
justly,正当に
jut,突起
juvenile,少年
juxtapose,並置する
juxtaposed,並置
juxtaposition,並置
